TransDate,TransactionDescription,Amount,Balance,Category
3-Sep,Withdrawal POS #324614750334...........................................  KING SOOPERS #01 9225 N COLORADO SPRI CO 5411,-48.88,181.84,GROCERIES
3-Sep,Withdrawal Debit Card Visa Check...........................................  TACO BELL 037400 COLORADO SPRI CO 5814,-5.41,176.43,DINING
3-Sep,Recurring Withdrawal Debit Card Visa Check..........................  KING SOOPERS #5119 866-576-4377 CO 5411,-73.19,103.24,GROCERIES
3-Sep,Withdrawal Debit Card Visa Check...........................................  AMZN Mktp US*TL03G41X0 Amzn.com/bill WA 5942,-42.34,60.9,SHOPPING
3-Sep,Withdrawal Debit Card Visa Check...........................................  ALBERTACOS MEXICAN FOO COLORADO SPRI CO 5814,-16.8,44.1,DINING
4-Sep,Withdrawal #324723100299...................................................  Amazon Prime*TL93495S0 Amzn.com/bill WA,-16.22,27.88,SHOPPING
6-Sep,Deposit Home Banking Transfer From Share 13......................  REF# 63044754,70,97.88,TRANSFERS
6-Sep,Withdrawal POS #324900117914...........................................  KING SOOPERS #719 FUEL 9255 N UNION BL COLORADO SPRI CO 5542,-65.88,32,GROCERIES
6-Sep,Deposit Home Banking Transfer From Share 00......................  REF# 63056330,50,82,TRANSFERS
6-Sep,Withdrawal Debit Card Visa Check...........................................  Equal Housing Opportunity Ent is a registered trademark of Ent Credit Union Insured by NCUA 397475-1.38-66503N11.no7 029926803 2-6 AccountNumber 1159412 StatementPeriod09/01/23thru09/30/23 Page 4 of 11 No Strings Checking - 10 NO STRINGS CHECKING (continued) TransDate EffDate TransactionDescription Amount Balance DUTCH BROS 541-955-4700 OR 5814,-10,72,Others
6-Sep,Withdrawal Debit Card Visa Check...........................................  CHEGG ORDER 8558681054 CA 5942,-20.56,51.44,Others
6-Sep,Withdrawal Debit Card Visa Check...........................................  DUTCH BROS 541-955-4700 OR 5814,-10,41.44,Others
7-Sep,Recurring Withdrawal Debit Card Visa Check..........................  COOKBOOK MOUNT COOLUM AU 5817,-1.49,39.95,Others
7-Sep,Recurring Withdrawal Card Fee...............................................  VISA INTERNATIONAL SERVICE ASSESSMENT Date 09/07/23,-0.01,39.94,Others
7-Sep,Withdrawal Debit Card Visa Check...........................................  KUM&GO 0659R CO SPRIN CO SPRINGS CO 5541,-11.61,28.33,Others
7-Sep,Deposit Transfer From Share 00.............................................. ,12.01,40.34,TRANSFERS
7-Sep,Withdrawal POS #325000126831...........................................  KING SOOPERS #719 FUEL 9255 N UNION BL COLORADO SPRI CO 5542,-40.34,0,GROCERIES
7-Sep,Deposit Transfer From Share 00.............................................. ,94.08,94.08,TRANSFERS
7-Sep,Withdrawal Debit Card Visa Check...........................................  Amazon.com*TL9G25D81 Amzn.com/bill WA 5942,-94.08,0,Others
8-Sep,Deposit ACH Colorado Springs................................................  TYPE: PR PAYMENT CO: Colorado Springs,713.4,713.4,INCOME/SALARY
8-Sep,Withdrawal Home Banking Transfer To Share 11....................  REF# 63124063,-300,413.4,TRANSFERS
8-Sep,Withdrawal Home Banking Transfer To Share 13....................  REF# 63124079,-75,338.4,TRANSFERS
8-Sep,"Withdrawal Home Banking Transfer REF# 63124088..............  To HODGES,JUSTINE B 532694 Share 11",-35,303.4,TRANSFERS
8-Sep,"Withdrawal Home Banking Transfer REF# 63124146..............  To HODGES,JUSTINE B 532694 Share 01",-40,263.4,TRANSFERS
8-Sep,Withdrawal Debit Card Visa Check...........................................  6005 CRUNCH N CO SPRING COLORADO SPRI CO 7997,-4.6,258.8,SHOPPING
9-Sep,Withdrawal POS #325218216480...........................................  COSTCO WHSE #1014 COLORADO SPRI CO 5300,-103.46,155.34,GROCERIES
10-Sep,Deposit Home Banking Transfer From Share 00......................  REF# 63172112 Equal Housing Opportunity Ent is a registered trademark of Ent Credit Union Insured by NCUA AccountNumber 1159412 StatementPeriod09/01/23thru09/30/23 Page 5 of 11 1111111111111111111111010011001101110001001110011010100010000001010000000111010011000011101011000110000001101100001111100011000001111000100110000000011011000100100010100100110111001110000100010111010110010011111011001111101010100111100110001101101001011010101110111010111011010111101111001000110010001110001111010000111110010110010000111110001100101111111001001111010010010101110111100001011110011101111110110111110111011001110010110100100111110110001001001011010101010101010101010101 No Strings Checking - 10 NO STRINGS CHECKING (continued) TransDate EffDate TransactionDescription Amount Balance,235,390.34,TRANSFERS
10-Sep,Recurring Withdrawal #325323745162...................................  ADOBE *CREATIVE CLOUD 408-536-6000 CA,-20.6,369.74,Others
10-Sep,Withdrawal Debit Card Visa Check...........................................  RAISING CANES 0403 COLORADO SPRI CO 5814,-10.34,359.4,DINING
10-Sep,Withdrawal Debit Card Visa Check...........................................  TARGET 00022210 COLORADO SPRI CO 5411,-80.03,279.37,SHOPPING
10-Sep,Withdrawal Debit Card Visa Check...........................................  DUTCH BROS 541-955-4700 OR 5814,-15,264.37,Others
11-Sep,Withdrawal Debit Card Visa Check...........................................  AMZN Mktp US*TR5OA3B12 Amzn.com/bill WA 5942,-146.4,117.97,SHOPPING
11-Sep,Withdrawal Debit Card Visa Check...........................................  PY *CHEBA HUT TOASTED S COLORADO SPIN CO 5812,-15.18,102.79,Others
11-Sep,Recurring Withdrawal Debit Card Visa Check..........................  KING SOOPERS #5119 866-576-4377 CO 5411,-51.31,51.48,GROCERIES
11-Sep,Withdrawal Adjustment POS #2SMHZWBGG2KZ....................  AMAZON.COM SEATTLE WA 5942 AMZ*Amazon.com Pending credit/return for $47.03 on card 0950,47.04,98.52,Others
11-Sep,Withdrawal Adjustment Debit Card Credit Voucher.................  AMZ*Amazon.com AMZN.COM/BILL WA 5942,47.03,145.55,Others
12-Sep,Withdrawal Debit Card Visa Check...........................................  Amazon.com*TR7GG23H1 Amzn.com/bill WA 5942,-20,125.55,Others
12-Sep,Withdrawal POS #325518543748...........................................  KUM&GO 0659R CO SPRIN CO SPRINGS CO 5541,-14.56,110.99,Others
13-Sep,Withdrawal Debit Card Visa Check...........................................  KUM&GO 0659R CO SPRIN CO SPRINGS CO 5541,-4.88,106.11,Others
14-Sep,Withdrawal POS #325700117348...........................................  KING SOOPERS #719 FUEL 9255 N UNION BL COLORADO SPRI CO 5542,-67.39,38.72,GROCERIES
14-Sep,Withdrawal Debit Card Visa Check...........................................  KUM&GO 0659R CO SPRIN CO SPRINGS CO 5541,-8.31,30.41,Others
14-Sep,Recurring Withdrawal Debit Card Visa Check..........................  Equal Housing Opportunity Ent is a registered trademark of Ent Credit Union Insured by NCUA 397475-1.38-66503N11.no7 029926803 3-6 AccountNumber 1159412 StatementPeriod09/01/23thru09/30/23 Page 6 of 11 No Strings Checking - 10 NO STRINGS CHECKING (continued) TransDate EffDate TransactionDescription Amount Balance APPLE.COM/BILL 866-712-7753 CA 5818,-0.99,29.42,Others
14-Sep,Recurring Withdrawal Debit Card Visa Check..........................  APPLE.COM/BILL 866-712-7753 CA 5818,-18.99,10.43,Others
15-Sep,Deposit ACH UNIVERSITY OF CO............................................  TYPE: DIR DEP CO: UNIVERSITY OF CO,661.78,672.21,INCOME/SALARY
15-Sep,"Recurring Withdrawal Debit Card Visa Check..........................  NETFLIX, INC. 186-65797172 CA 4899",-19.99,652.22,Others
15-Sep,Withdrawal Debit Card Visa Check...........................................  TACO BELL 037408 COLORADO SPRI CO 5814,-14.47,637.75,DINING
15-Sep,Withdrawal Home Banking Transfer To Share 11....................  REF# 63343298,-300,337.75,TRANSFERS
15-Sep,"Withdrawal Home Banking Transfer REF# 63343306..............  To MITCHELL,JUSTINE 532694 Share 11",-35,302.75,TRANSFERS
16-Sep,Withdrawal Debit Card Visa Check...........................................  SONIC DRIVE IN #5256 COLORADO SPRI CO 5814,-16.04,286.71,SHOPPING
16-Sep,Withdrawal Debit Card Visa Check...........................................  KUM&GO 0667R CO SPRIN CO SPRINGS CO 5542,-49.22,237.49,Others
16-Sep,Withdrawal POS #325916867579...........................................  COSTCO WHSE #1014 COLORADO SPRI CO 5300,-174.82,62.67,GROCERIES
16-Sep,Withdrawal POS #326000217001...........................................  KING SOOPERS #01 9225 N COLORADO SPRI CO 5411,-9.98,52.69,GROCERIES
17-Sep,09/16 Withdrawal Debit Card Visa Check...........................................  Amazon.com*TX2IU5EO0 Amzn.com/bill WA 5942,-25,27.69,Others
17-Sep,Deposit Transfer From Share 00.............................................. ,48.34,76.03,TRANSFERS
17-Sep,Recurring Withdrawal Debit Card Visa Check..........................  KING SOOPERS #5119 866-576-4377 CO 5411,-76.03,0,GROCERIES
18-Sep,Deposit Transfer From Share 00.............................................. ,8.98,8.98,TRANSFERS
18-Sep,Withdrawal Debit Card Visa Check...........................................  KUM&GO 0659R CO SPRIN CO SPRINGS CO 5541,-8.98,0,Others
18-Sep,Deposit Transfer From Share 00.............................................. ,7.98,7.98,TRANSFERS
18-Sep,Withdrawal Debit Card Visa Check...........................................  Equal Housing Opportunity Ent is a registered trademark of Ent Credit Union Insured by NCUA AccountNumber 1159412 StatementPeriod09/01/23thru09/30/23 Page 7 of 11 1111111111111111111111010011001101110011001110011010100010010001010000000111010011000011101011000110000001100100001111100011000011011000100110000000011011000100100010100110010111001110000100111001010110010011111001010011101010100111000101001101101001011000100110111010111011001011010001011000110001110010001111010000111011001110110001101101011101110111111100010101101001010100100110011100001111011001111101100111001111010101010001111100100111110010001000101011010101010101010101010101 No Strings Checking - 10 NO STRINGS CHECKING (continued) TransDate EffDate TransactionDescription Amount Balance KUM&GO 0659R CO SPRIN CO SPRINGS CO 5541,-7.98,0,Others
18-Sep,Deposit Home Banking Transfer From Share 00......................  REF# 63402504,175,175,TRANSFERS
19-Sep,Withdrawal Debit Card Visa Check...........................................  AMZN Mktp US*TX9SO2Q30 Amzn.com/bill WA 5942,-91.45,83.55,SHOPPING
20-Sep,Withdrawal Debit Card Visa Check...........................................  VENMO* Visa Direct NY 4829,-15,68.55,Others
20-Sep,Withdrawal Debit Card Visa Check...........................................  2574PEPSIVEN9147678600 COLORADO SPRI CO 5814,-3.1,65.45,Others
21-Sep,Withdrawal Debit Card Visa Check...........................................  KUM&GO 0659R CO SPRIN CO SPRINGS CO 5541,-8.31,57.14,Others
22-Sep,Deposit ACH Colorado Springs................................................  TYPE: PR PAYMENT CO: Colorado Springs,703.71,760.85,INCOME/SALARY
22-Sep,Withdrawal Home Banking Transfer To Share 11....................  REF# 63517005,-300,460.85,TRANSFERS
22-Sep,"Withdrawal Home Banking Transfer REF# 63517020..............  To MITCHELL,JUSTINE 532694 Share 11",-35,425.85,TRANSFERS
22-Sep,"Withdrawal Home Banking Transfer REF# 63517040..............  To MITCHELL,JUSTINE 532694 Share 01",-100,325.85,TRANSFERS
22-Sep,"Withdrawal Home Banking Transfer REF# 63517074..............  To MITCHELL,JUSTINE 532694 Share 12",-25,300.85,TRANSFERS
22-Sep,Withdrawal Debit Card Visa Check...........................................  PY *CHEBA HUT TOASTED S COLORADO SPIN CO 5812,-16.83,284.02,Others
22-Sep,"Deposit Home Banking Transfer REF# 63528933....................  From MITCHELL,JUSTINE 532694 Share 00",108,392.02,TRANSFERS
22-Sep,Deposit Home Banking Transfer From Share 00......................  REF# 63528973,92,484.02,TRANSFERS
23-Sep,Withdrawal Debit Card Visa Check...........................................  VENMO* Visa Direct NY 4829,-10,474.02,Others
23-Sep,Withdrawal POS #326600125494...........................................  Equal Housing Opportunity Ent is a registered trademark of Ent Credit Union Insured by NCUA 397475-1.38-66503N11.no7 029926803 4-6 AccountNumber 1159412 StatementPeriod09/01/23thru09/30/23 Page 8 of 11 No Strings Checking - 10 NO STRINGS CHECKING (continued) TransDate EffDate TransactionDescription Amount Balance KING SOOPERS #719 FUEL 9255 N UNION BL COLORADO SPRI CO 5542,-65.03,408.99,GROCERIES
23-Sep,Withdrawal Debit Card Visa Check...........................................  AMZN Mktp US*TX0BM4DQ1 Amzn.com/bill WA 5942,-30.27,378.72,SHOPPING
24-Sep,Withdrawal POS #326715864584...........................................  KING SOOPERS #01 9225 N COLORADO SPRI CO 5411,-57.65,321.07,GROCERIES
24-Sep,Withdrawal POS #326712444545...........................................  COSTCO WHSE #1014 COLORADO SPRI CO 5300,-106.28,214.79,GROCERIES
24-Sep,Withdrawal Debit Card Visa Check...........................................  PINE CREEK VETERINARY H COLORADO SPRI CO 0742,-140.48,74.31,Others
24-Sep,Withdrawal Debit Card Visa Check...........................................  DUTCH BROS 541-955-4700 OR 5814,-10,64.31,Others
25-Sep,Recurring Withdrawal Debit Card Visa Check..........................  KING SOOPERS #0119 877-415-4647 CO 5411,-5.84,58.47,GROCERIES
25-Sep,Deposit ACH www.zola.com....................................................  TYPE: ZOLA WEDDI CO: www.zola.com,100,158.47,INCOME/SALARY
25-Sep,Withdrawal Debit Card Visa Check...........................................  KUM&GO 0667R CO SPRIN CO SPRINGS CO 5542,-40.8,117.67,Others
25-Sep,Withdrawal Debit Card Visa Check...........................................  BUFF CITY SOAP - DUBLIN CHATTANOOGA TN 5099,-14.07,103.6,Others
25-Sep,Withdrawal Debit Card Visa Check...........................................  WL *Steam Purchase 425-9522985 WA 5816,-41.22,62.38,Others
28-Sep,Withdrawal Debit Card Visa Check...........................................  MCDONALD’S F11078 COLORADO SPRI CO 5814,-3.13,59.25,Others
28-Sep,Deposit Home Banking Transfer From Share 00......................  REF# 63683950,300,359.25,TRANSFERS
28-Sep,Withdrawal Debit Card Visa Check...........................................  PLAZA DELICATESSEN COLORADO SPRI CO 5814,-11.5,347.75,Others
29-Sep,Deposit ACH UNIVERSITY OF CO............................................  TYPE: DIR DEP CO: UNIVERSITY OF CO,661.78,"1,009.53",INCOME/SALARY
29-Sep,Withdrawal Home Banking Transfer To Share 11....................  REF# 63724684,-300,709.53,TRANSFERS
29-Sep,"Withdrawal Home Banking Transfer REF# 63724715..............  Equal Housing Opportunity Ent is a registered trademark of Ent Credit Union Insured by NCUA AccountNumber 1159412 StatementPeriod09/01/23thru09/30/23 Page 9 of 11 1111111111111111111111010011001101110101001110011010100010000001010000000111010011000011101011000110000001110100001111100011000000111000100110000000111101000100100010100101010111001110000100100101010110010011111000100011101010100111011101011100111001011000011100111110111011101101110011001000110010111110101111010000010100010011110001111111100111011101111011111110010100000101111001111100111010011101101011100110001111010100010010111100010111110110001001101011110101010101010101010101 No Strings Checking - 10 NO STRINGS CHECKING (continued) TransDate EffDate TransactionDescription Amount Balance To MITCHELL,JUSTINE 532694 Share 11",-35,674.53,TRANSFERS
29-Sep,"Withdrawal Home Banking Transfer REF# 63724730..............  To MITCHELL,JUSTINE 532694 Share 01",-50,624.53,TRANSFERS
29-Sep,"Deposit Home Banking Transfer..............................................  From MITCHELL,JUSTINE 532694 Share 10 REF# 63724877 VENMO",60,684.53,Others
29-Sep,Withdrawal Debit Card Visa Check...........................................  KUM&GO 0659R CO SPRIN CO SPRINGS CO 5541,-4.99,679.54,Others
30-Sep,Withdrawal Debit Card Visa Check...........................................  TARGET 00022210 COLORADO SPRI CO 5411,-16.21,663.33,SHOPPING
30-Sep,Withdrawal Debit Card Visa Check...........................................  BARK&CO (BARKBOX) 855-338-2275 NY 5995,-10.51,652.82,Others
30-Sep,Withdrawal POS #327400211977...........................................  7-ELEVEN 9171 E ARAPAHOE RD US GREENWOOD VIL CO 5541,-20.7,632.12,Others
30-Sep,Withdrawal Debit Card Visa Check...........................................  IN-N-OUTCOLORADOSPRING COLORADO SPRI CO 5814,-16.61,615.51,Others
30-Sep,"Deposit Dividend Tiered Rate..................................................  Annual Percentage Yield Earned 0.070% for period: 09/01/23 to 09/30/23 Ending Balance............................................................................. 615.52 Total for this period Total year-to-date Total Courtesy Pay (Overdraft) Fees $0.00 $0.00 Total Returned Item (Non Sufficient Funds) Fees $0.00 $30.00 The information above is provided to assist you in the management of your checking account. Month to Date (MTD) figures only include fees assessed during the current month. Year to Date (YTD) totals reflect the net fees assessed for the current year. Equal Housing Opportunity Ent is a registered trademark of Ent Credit Union Insured by NCUA 397475-1.38-66503N11.no7 029926803 5-6 AccountNumber 1159412 StatementPeriod09/01/23thru09/30/23 Page 10 of 11 No Strings Checking - 11 NO STRINGS CHECKING Dividends Earned YTD: 0.23 JointOwner:TYMITCHELL Beginning Balance + Deposits & Other Credits (6) - Checks Cleared (0) - Withdrawals & Other Debits (0) = Ending Balance $300.18 $1,500.05 $0.00 $0.00 $1,800.23 TransDate EffDate TransactionDescription Amount Balance Beginning Balance......................................................................... 300.18",0.01,615.52,YIELD
1-Sep,Deposit Home Banking Transfer From Share 10......................  REF# 62924927,300,600.18,TRANSFERS
8-Sep,Deposit Home Banking Transfer From Share 10......................  REF# 63124063,300,900.18,TRANSFERS
15-Sep,Deposit Home Banking Transfer From Share 10......................  REF# 63343298,300,"1,200.18",TRANSFERS
22-Sep,Deposit Home Banking Transfer From Share 10......................  REF# 63517005,300,"1,500.18",TRANSFERS
29-Sep,Deposit Home Banking Transfer From Share 10......................  REF# 63724684,300,"1,800.18",TRANSFERS
30-Sep,"Deposit Dividend Tiered Rate..................................................  Annual Percentage Yield Earned 0.060% for period: 09/01/23 to 09/30/23 Ending Balance............................................................................. 1,800.23 No Strings Checking - 12 NO STRINGS CHECKING Dividends Earned YTD: 0.01 JointOwner:TYMITCHELL Beginning Balance + Deposits & Other Credits (0) - Checks Cleared (0) - Withdrawals & Other Debits (0) = Ending Balance $0.00 $0.00 $0.00 $0.00 $0.00 TransDate EffDate TransactionDescription Amount Balance Beginning Balance......................................................................... 0.00 No Strings Checking - 13 NO STRINGS CHECKING Dividends Earned YTD: 0.02 JointOwner:TYMITCHELL Beginning Balance + Deposits & Other Credits (3) - Checks Cleared (0) - Withdrawals & Other Debits (1) = Ending Balance $75.00 $165.01 $0.00 $70.00 $170.01 TransDate EffDate TransactionDescription Amount Balance Beginning Balance......................................................................... 75.00",0.05,"1,800.23",YIELD
1-Sep,Deposit Home Banking Transfer From Share 10......................  REF# 62924945,90,165,TRANSFERS
6-Sep,Withdrawal Home Banking Transfer To Share 10....................  REF# 63044754,-70,95,TRANSFERS
8-Sep,Deposit Home Banking Transfer From Share 10......................  Equal Housing Opportunity Ent is a registered trademark of Ent Credit Union Insured by NCUA AccountNumber 1159412 StatementPeriod09/01/23thru09/30/23 Page 11 of 11 1111111111111111111111010001001101110111001110011010100010010001010000000111010011000011101011000110000001111100001111100011000010111000100110000000010111000100100010100111010111001110000100011011010110010011111001001111101010100111010001011100111001011000100010111110111011010111011111011000110000000010011111010000000000000110010001001110001000000101111011010000101100000101111101001111110000011010110110100111111011010111010001110100110111110110111001001011110101010101010101010101 No Strings Checking - 13 NO STRINGS CHECKING (continued) TransDate EffDate TransactionDescription Amount Balance REF# 63124079,75,170,TRANSFERS
30-Sep,"Deposit Dividend Tiered Rate..................................................  Annual Percentage Yield Earned 0.070% for period: 09/01/23 to 09/30/23 Ending Balance............................................................................. 170.01 YEAR-TO-DATE DIVIDEND SUMMARY Reportable Dividends this Year:............................................................................. 0.65 Reportable dividends of $10.00 or more are reported to the IRS as interest income for the year. ** The Visa Foreign Currency Transaction Fee will be assessed to purchases made outside of the United States as well as to online purchases made within the United States, but the merchant is located outside the United States. ** No-cost loan payment alternatives are available, please call 800-525-9623 for more information. Equal Housing Opportunity Ent is a registered trademark of Ent Credit Union Insured by NCUA 397475-1.38-66503N11.no7 029926803 6-6",0.01,170.01,YIELD
